affiliations.name.en,affiliations.name.no,affiliations.name.se,affiliations.nameNow.en,affiliations.city.en,affiliations.city.no,affiliations.city.se,affiliations.country.en,affiliations.country.no,affiliations.country.se,affiliations.cityNow.en,affiliations.cityNow.no,affiliations.cityNow.se,affiliations.countryNow.en,affiliations.countryNow.no,affiliations.countryNow.se,affiliations.locationString.en,affiliations.locationString.no,affiliations.locationString.se,id,awardYear,category.en
University of Heidelberg,University of Heidelberg,University of Heidelberg,University of Heidelberg,Heidelberg,Heidelberg,Heidelberg,Germany,Tyskland,Tyskland,Heidelberg,Heidelberg,Heidelberg,Germany,Tyskland,Tyskland,"Heidelberg, Germany","Heidelberg, Tyskland","Heidelberg, Tyskland",198,1938,Chemistry
Rowett Research Institute,Rowett Research Institute,Rowett Research Institute,Rowett Research Institute,Bucksburn (Scotland),Bucksburn (Skottland),Bucksburn (Skottland),United Kingdom,Storbritannia,Storbritannien,Bucksburn (Scotland),Bucksburn (Skottland),Bucksburn (Skottland),United Kingdom,Storbritannia,Storbritannien,"Bucksburn (Scotland), United Kingdom","Bucksburn (Skottland), Storbritannia","Bucksburn (Skottland), Storbritannien",215,1952,Chemistry
California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",86,1965,Physics
Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Zurich,Zurich,Switzerland,Sveits,Schweiz,Zurich,Zurich,Zurich,Switzerland,Sveits,Schweiz,"Zurich, Switzerland","Zurich, Sveits","Zurich, Schweiz",276,1991,Chemistry
Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",796,2005,Chemistry
University of Cambridge,University of Cambridge,University of Cambridge,University of Cambridge,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",698,1984,Economic Sciences
Munich University,Munich University,Munich University,Munich University,Munich,München,München,Germany,Tyskland,Tyskland,Munich,München,München,Germany,Tyskland,Tyskland,"Munich, Germany","München, Tyskland","München, Tyskland",176,1915,Chemistry
Goettingen University,Goettingen University,Goettingen University,Goettingen University,Göttingen,Göttingen,Göttingen,Germany,Tyskland,Tyskland,Göttingen,Göttingen,Göttingen,Germany,Tyskland,Tyskland,"Göttingen, Germany","Göttingen, Tyskland","Göttingen, Tyskland",182,1925,Chemistry
Institute of Cell Biology of the C.N.R.,Institute of Cell Biology of the C.N.R.,Institute of Cell Biology of the C.N.R.,Institute of Cell Biology of the C.N.R.,Rome,Roma,Rom,Italy,Italia,Italien,Rome,Roma,Rom,Italy,Italia,Italien,"Rome, Italy","Roma, Italia","Rom, Italien",435,1986,Physiology or Medicine
Cornell University,Cornell University,Cornell University,Cornell University,"Ithaca, NY","Ithaca, NY","Ithaca, NY",USA,USA,USA,"Ithaca, NY","Ithaca, NY","Ithaca, NY",USA,USA,USA,"Ithaca, NY, USA","Ithaca, NY, USA","Ithaca, NY, USA",258,1981,Chemistry
California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",28,1923,Physics
Stanford University,Stanford University,Stanford University,Stanford University,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA, USA","Stanford, CA, USA","Stanford, CA, USA",155,1998,Physics
Stanford University,Stanford University,Stanford University,Stanford University,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA, USA","Stanford, CA, USA","Stanford, CA, USA",996,2020,Economic Sciences
Harvard University,Harvard University,Harvard University,Harvard University,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",231,1965,Chemistry
Vienna University,Vienna University,Vienna University,Vienna University,Vienna,Wien,Wien,Austria,Østerrike,Österrike,Vienna,Wien,Wien,Austria,Østerrike,Österrike,"Vienna, Austria","Wien, Østerrike","Wien, Österrike",308,1914,Physiology or Medicine
Harvard University,Harvard University,Harvard University,Harvard University,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",717,1997,Economic Sciences
Cornell University,Cornell University,Cornell University,Cornell University,"Ithaca, NY","Ithaca, NY","Ithaca, NY",USA,USA,USA,"Ithaca, NY","Ithaca, NY","Ithaca, NY",USA,USA,USA,"Ithaca, NY, USA","Ithaca, NY, USA","Ithaca, NY, USA",151,1996,Physics
University of Chicago,University of Chicago,University of Chicago,University of Chicago,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL, USA","Chicago, IL, USA","Chicago, IL, USA",714,1995,Economic Sciences
Rice University,Rice University,Rice University,Rice University,"Houston, TX","Houston, TX","Houston, TX",USA,USA,USA,"Houston, TX","Houston, TX","Houston, TX",USA,USA,USA,"Houston, TX, USA","Houston, TX, USA","Houston, TX, USA",284,1996,Chemistry
New York University,New York University,New York University,New York University,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",771,2003,Economic Sciences
SUNY Health Science Center,SUNY Health Science Center,SUNY Health Science Center,SUNY Health Science Center,"Brooklyn, NY","Brooklyn, NY","Brooklyn, NY",USA,USA,USA,"Brooklyn, NY","Brooklyn, NY","Brooklyn, NY",USA,USA,USA,"Brooklyn, NY, USA","Brooklyn, NY, USA","Brooklyn, NY, USA",458,1998,Physiology or Medicine
University of Cambridge,University of Cambridge,University of Cambridge,University of Cambridge,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",848,2010,Physiology or Medicine
California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",795,2005,Chemistry
Stanford University,Stanford University,Stanford University,Stanford University,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA, USA","Stanford, CA, USA","Stanford, CA, USA",75,1961,Physics
Max-Planck-Institut für Biochemie,Max-Planck-Institut für Biochemie,Max-Planck-Institut für Biochemie,Max-Planck-Institut für Biochemie,Martinsried,Martinsried,Martinsried,Germany,Tyskland,Tyskland,Martinsried,Martinsried,Martinsried,Germany,Tyskland,Tyskland,"Martinsried, Germany","Martinsried, Tyskland","Martinsried, Tyskland",271,1988,Chemistry
"University of Jerusalem, Center for RationalityHebrew","University of Jerusalem, Center for RationalityHebrew","University of Jerusalem, Center for RationalityHebrew","University of Jerusalem, Center for RationalityHebrew",Jerusalem,Jerusalem,Jerusalem,Israel,Israel,Israel,Jerusalem,Jerusalem,Jerusalem,Israel,Israel,Israel,"Jerusalem, Israel","Jerusalem, Israel","Jerusalem, Israel",799,2005,Economic Sciences
Howard Hughes Medical Institute,Howard Hughes Medical Institute,Howard Hughes Medical Institute,Howard Hughes Medical Institute,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,N/A,878,2012,Chemistry
Duke University Medical Center,Duke University Medical Center,Duke University Medical Center,Duke University Medical Center,"Durham, NC","Durham, NC","Durham, NC",USA,USA,USA,"Durham, NC","Durham, NC","Durham, NC",USA,USA,USA,"Durham, NC, USA","Durham, NC, USA","Durham, NC, USA",878,2012,Chemistry
Yale University,Yale University,Yale University,Yale University,"New Haven, CT","New Haven, CT","New Haven, CT",USA,USA,USA,"New Haven, CT","New Haven, CT","New Haven, CT",USA,USA,USA,"New Haven, CT, USA","New Haven, CT, USA","New Haven, CT, USA",896,2013,Economic Sciences
Institute for Infectious Diseases,Institute for Infectious Diseases,Institute for Infectious Diseases,Institute for Infectious Diseases,Berlin,Berlin,Berlin,Germany,Tyskland,Tyskland,Berlin,Berlin,Berlin,Germany,Tyskland,Tyskland,"Berlin, Germany","Berlin, Tyskland","Berlin, Tyskland",297,1905,Physiology or Medicine
Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",701,1987,Economic Sciences
Columbia University,Columbia University,Columbia University,Columbia University,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",720,1999,Economic Sciences
University of Chicago,University of Chicago,University of Chicago,University of Chicago,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL, USA","Chicago, IL, USA","Chicago, IL, USA",232,1966,Chemistry
University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA","Philadelphia, PA",USA,USA,USA,"Philadelphia, PA","Philadelphia, PA","Philadelphia, PA",USA,USA,USA,"Philadelphia, PA, USA","Philadelphia, PA, USA","Philadelphia, PA, USA",96,1972,Physics
University of Chicago,University of Chicago,University of Chicago,University of Chicago,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL, USA","Chicago, IL, USA","Chicago, IL, USA",709,1993,Economic Sciences
Cornell University,Cornell University,Cornell University,Cornell University,"Ithaca, NY","Ithaca, NY","Ithaca, NY",USA,USA,USA,"Ithaca, NY","Ithaca, NY","Ithaca, NY",USA,USA,USA,"Ithaca, NY, USA","Ithaca, NY, USA","Ithaca, NY, USA",388,1968,Physiology or Medicine
Bell Laboratories,Bell Laboratories,Bell Laboratories,Bell Laboratories,"Holmdel, NJ","Holmdel, NJ","Holmdel, NJ",USA,USA,USA,"Holmdel, NJ","Holmdel, NJ","Holmdel, NJ",USA,USA,USA,"Holmdel, NJ, USA","Holmdel, NJ, USA","Holmdel, NJ, USA",112,1978,Physics
Rockefeller University,Rockefeller University,Rockefeller University,Rockefeller University,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",770,2003,Chemistry
Howard Hughes Medical Institute,Howard Hughes Medical Institute,Howard Hughes Medical Institute,Howard Hughes Medical Institute,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,N/A,770,2003,Chemistry
University of Oxford,University of Oxford,University of Oxford,University of Oxford,Oxford,Oxford,Oxford,United Kingdom,Storbritannia,Storbritannien,Oxford,Oxford,Oxford,United Kingdom,Storbritannia,Storbritannien,"Oxford, United Kingdom","Oxford, Storbritannia","Oxford, Storbritannien",399,1972,Physiology or Medicine
University of Chicago,University of Chicago,University of Chicago,University of Chicago,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL, USA","Chicago, IL, USA","Chicago, IL, USA",822,2007,Economic Sciences
Stanford University,Stanford University,Stanford University,Stanford University,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA, USA","Stanford, CA, USA","Stanford, CA, USA",806,2006,Chemistry
The Salk Institute,The Salk Institute,The Salk Institute,The Salk Institute,"San Diego, CA","San Diego, CA","San Diego, CA",USA,USA,USA,"San Diego, CA","San Diego, CA","San Diego, CA",USA,USA,USA,"San Diego, CA, USA","San Diego, CA, USA","San Diego, CA, USA",411,1977,Physiology or Medicine
University of Oxford,University of Oxford,University of Oxford,University of Oxford,Oxford,Oxford,Oxford,United Kingdom,Storbritannia,Storbritannien,Oxford,Oxford,Oxford,United Kingdom,Storbritannia,Storbritannien,"Oxford, United Kingdom","Oxford, Storbritannia","Oxford, Storbritannien",988,2020,Physics
California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",422,1981,Physiology or Medicine
University of California,University of California,University of California,University of California,"San Diego, CA","San Diego, CA","San Diego, CA",USA,USA,USA,"San Diego, CA","San Diego, CA","San Diego, CA",USA,USA,USA,"San Diego, CA, USA","San Diego, CA, USA","San Diego, CA, USA",831,2008,Chemistry
Howard Hughes Medical Institute,Howard Hughes Medical Institute,Howard Hughes Medical Institute,Howard Hughes Medical Institute,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,N/A,831,2008,Chemistry
"University of Zurich, Institute of Experimental Immunology","University of Zurich, Institute of Experimental Immunology","University of Zurich, Institute of Experimental Immunology","University of Zurich, Institute of Experimental Immunology",Zurich,Zurich,Zurich,Switzerland,Sveits,Schweiz,Zurich,Zurich,Zurich,Switzerland,Sveits,Schweiz,"Zurich, Switzerland","Zurich, Sveits","Zurich, Schweiz",456,1996,Physiology or Medicine
Institute of Physical Chemistry,Institute of Physical Chemistry,Institute of Physical Chemistry,Institute of Physical Chemistry,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",234,1967,Chemistry
University of Chicago,University of Chicago,University of Chicago,University of Chicago,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL, USA","Chicago, IL, USA","Chicago, IL, USA",707,1991,Economic Sciences
University College,University College,University College,University College,Liverpool,Liverpool,Liverpool,United Kingdom,Storbritannia,Storbritannien,Liverpool,Liverpool,Liverpool,United Kingdom,Storbritannia,Storbritannien,"Liverpool, United Kingdom","Liverpool, Storbritannia","Liverpool, Storbritannien",294,1902,Physiology or Medicine
Veterans Administration Hospital,Veterans Administration Hospital,Veterans Administration Hospital,Veterans Administration Hospital,"Bronx, NY","Bronx, NY","Bronx, NY",USA,USA,USA,"Bronx, NY","Bronx, NY","Bronx, NY",USA,USA,USA,"Bronx, NY, USA","Bronx, NY, USA","Bronx, NY, USA",413,1977,Physiology or Medicine
Harvard University,Harvard University,Harvard University,Harvard University,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",791,2005,Physics
Technical University,Technical University,Technical University,Technical University,Munich,München,München,Germany,Tyskland,Tyskland,Munich,München,München,Germany,Tyskland,Tyskland,"Munich, Germany","München, Tyskland","München, Tyskland",76,1961,Physics
California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",76,1961,Physics
California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",277,1992,Chemistry
Princeton University,Princeton University,Princeton University,Princeton University,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,"Princeton, NJ, USA","Princeton, NJ, USA","Princeton, NJ, USA",143,1993,Physics
Nagoya University,Nagoya University,Nagoya University,Nagoya University,Nagoya,Nagoya,Nagoya,Japan,Japan,Japan,Nagoya,Nagoya,Nagoya,Japan,Japan,Japan,"Nagoya, Japan","Nagoya, Japan","Nagoya, Japan",742,2001,Chemistry
Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",393,1969,Physiology or Medicine
Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",106,1976,Physics
Madrid University,Madrid University,Madrid University,Madrid University,Madrid,Madrid,Madrid,Spain,Spania,Spanien,Madrid,Madrid,Madrid,Spain,Spania,Spanien,"Madrid, Spain","Madrid, Spania","Madrid, Spanien",299,1906,Physiology or Medicine
Kitasato University,Kitasato University,Kitasato University,Kitasato University,Tokyo,Tokyo,Tokyo,Japan,Japan,Japan,Tokyo,Tokyo,Tokyo,Japan,Japan,Japan,"Tokyo, Japan","Tokyo, Japan","Tokyo, Japan",917,2015,Physiology or Medicine
Lawrence Berkeley National Laboratory,Lawrence Berkeley National Laboratory,Lawrence Berkeley National Laboratory,Lawrence Berkeley National Laboratory,"Berkeley, CA","Berkeley, CA","Berkeley, CA",USA,USA,USA,"Berkeley, CA","Berkeley, CA","Berkeley, CA",USA,USA,USA,"Berkeley, CA, USA","Berkeley, CA, USA","Berkeley, CA, USA",864,2011,Physics
University of California,University of California,University of California,University of California,"Berkeley, CA","Berkeley, CA","Berkeley, CA",USA,USA,USA,"Berkeley, CA","Berkeley, CA","Berkeley, CA",USA,USA,USA,"Berkeley, CA, USA","Berkeley, CA, USA","Berkeley, CA, USA",864,2011,Physics
Rutgers University,Rutgers University,Rutgers University,Rutgers University,"New Brunswick, NJ","New Brunswick, NJ","New Brunswick, NJ",USA,USA,USA,"New Brunswick, NJ","New Brunswick, NJ","New Brunswick, NJ",USA,USA,USA,"New Brunswick, NJ, USA","New Brunswick, NJ, USA","New Brunswick, NJ, USA",353,1952,Physiology or Medicine
Collège de France,Collège de France,Collège de France,Collège de France,Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",876,2012,Physics
École Normale Supérieure,École Normale Supérieure,École Normale Supérieure,École Normale Supérieure,Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",876,2012,Physics
"New York University, College of Medicine","New York University, College of Medicine","New York University, College of Medicine","New York University, College of Medicine","New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",367,1959,Physiology or Medicine
"Harvard University, Lyman Laboratory","Harvard University, Lyman Laboratory","Harvard University, Lyman Laboratory","Harvard University, Lyman Laboratory","Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",113,1979,Physics
Kyoto University,Kyoto University,Kyoto University,Kyoto University,Kyoto,Kyoto,Kyoto,Japan,Japan,Japan,Kyoto,Kyoto,Kyoto,Japan,Japan,Japan,"Kyoto, Japan","Kyoto, Japan","Kyoto, Japan",875,2012,Physiology or Medicine
Gladstone Institutes,Gladstone Institutes,Gladstone Institutes,Gladstone Institutes,"San Francisco, CA","San Francisco, CA","San Francisco, CA",USA,USA,USA,"San Francisco, CA","San Francisco, CA","San Francisco, CA",USA,USA,USA,"San Francisco, CA, USA","San Francisco, CA, USA","San Francisco, CA, USA",875,2012,Physiology or Medicine
University of California,University of California,University of California,University of California,"Santa Barbara, CA","Santa Barbara, CA","Santa Barbara, CA",USA,USA,USA,"Santa Barbara, CA","Santa Barbara, CA","Santa Barbara, CA",USA,USA,USA,"Santa Barbara, CA, USA","Santa Barbara, CA, USA","Santa Barbara, CA, USA",908,2014,Physics
Yale University,Yale University,Yale University,Yale University,"New Haven, CT","New Haven, CT","New Haven, CT",USA,USA,USA,"New Haven, CT","New Haven, CT","New Haven, CT",USA,USA,USA,"New Haven, CT, USA","New Haven, CT, USA","New Haven, CT, USA",273,1989,Chemistry
Harvard University,Harvard University,Harvard University,Harvard University,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",680,1971,Economic Sciences
CERN,CERN,CERN,CERN,Geneva,Genève,Genève,Switzerland,Sveits,Schweiz,Geneva,Genève,Genève,Switzerland,Sveits,Schweiz,"Geneva, Switzerland","Genève, Sveits","Genève, Schweiz",125,1984,Physics
Tokyo University of Education,Tokyo University of Education,Tokyo University of Education,Tokyo University of Education,Tokyo,Tokyo,Tokyo,Japan,Japan,Japan,Tokyo,Tokyo,Tokyo,Japan,Japan,Japan,"Tokyo, Japan","Tokyo, Japan","Tokyo, Japan",84,1965,Physics
London University,London University,London University,London University,London,London,London,United Kingdom,Storbritannia,Storbritannien,London,London,London,United Kingdom,Storbritannia,Storbritannien,"London, United Kingdom","London, Storbritannia","London, Storbritannien",339,1945,Physiology or Medicine
Princeton University,Princeton University,Princeton University,Princeton University,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,"Princeton, NJ, USA","Princeton, NJ, USA","Princeton, NJ, USA",693,1979,Economic Sciences
University College,University College,University College,University College,London,London,London,United Kingdom,Storbritannia,Storbritannien,London,London,London,United Kingdom,Storbritannia,Storbritannien,"London, United Kingdom","London, Storbritannia","London, Storbritannien",394,1970,Physiology or Medicine
Calcutta University,Calcutta University,Calcutta University,Calcutta University,Calcutta,Calcutta,Calcutta,India,India,Indien,Calcutta,Calcutta,Calcutta,India,India,Indien,"Calcutta, India","Calcutta, India","Calcutta, Indien",37,1930,Physics
University of Oxford,University of Oxford,University of Oxford,University of Oxford,Oxford,Oxford,Oxford,United Kingdom,Storbritannia,Storbritannien,Oxford,Oxford,Oxford,United Kingdom,Storbritannia,Storbritannien,"Oxford, United Kingdom","Oxford, Storbritannia","Oxford, Storbritannien",323,1932,Physiology or Medicine
University of Oxford,University of Oxford,University of Oxford,University of Oxford,Oxford,Oxford,Oxford,United Kingdom,Storbritannia,Storbritannien,Oxford,Oxford,Oxford,United Kingdom,Storbritannia,Storbritannien,"Oxford, United Kingdom","Oxford, Storbritannia","Oxford, Storbritannien",219,1956,Chemistry
Walter and Eliza Hall Institute for Medical Research,Walter and Eliza Hall Institute for Medical Research,Walter and Eliza Hall Institute for Medical Research,Walter and Eliza Hall Institute for Medical Research,Melbourne,Melbourne,Melbourne,Australia,Australia,Australien,Melbourne,Melbourne,Melbourne,Australia,Australia,Australien,"Melbourne, Australia","Melbourne, Australia","Melbourne, Australien",369,1960,Physiology or Medicine
University of Cambridge,University of Cambridge,University of Cambridge,University of Cambridge,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",320,1929,Physiology or Medicine
MRC Laboratory of Molecular Biology,MRC Laboratory of Molecular Biology,MRC Laboratory of Molecular Biology,MRC Laboratory of Molecular Biology,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",965,2018,Chemistry
University of Sussex,University of Sussex,University of Sussex,University of Sussex,Brighton,Brighton,Brighton,United Kingdom,Storbritannia,Storbritannien,Brighton,Brighton,Brighton,United Kingdom,Storbritannia,Storbritannien,"Brighton, United Kingdom","Brighton, Storbritannia","Brighton, Storbritannien",285,1996,Chemistry
National Institute for Medical Research,National Institute for Medical Research,National Institute for Medical Research,National Institute for Medical Research,London,London,London,United Kingdom,Storbritannia,Storbritannien,London,London,London,United Kingdom,Storbritannia,Storbritannien,"London, United Kingdom","London, Storbritannia","London, Storbritannien",330,1936,Physiology or Medicine
University of Oxford,University of Oxford,University of Oxford,University of Oxford,Oxford,Oxford,Oxford,United Kingdom,Storbritannia,Storbritannien,Oxford,Oxford,Oxford,United Kingdom,Storbritannia,Storbritannien,"Oxford, United Kingdom","Oxford, Storbritannia","Oxford, Storbritannien",341,1945,Physiology or Medicine
Northwestern University,Northwestern University,Northwestern University,Northwestern University,"Evanston, IL","Evanston, IL","Evanston, IL",USA,USA,USA,"Evanston, IL","Evanston, IL","Evanston, IL",USA,USA,USA,"Evanston, IL, USA","Evanston, IL, USA","Evanston, IL, USA",932,2016,Chemistry
"London University, King's College Hospital Medical School","London University, King's College Hospital Medical School","London University, King's College Hospital Medical School","London University, King's College Hospital Medical School",London,London,London,United Kingdom,Storbritannia,Storbritannien,London,London,London,United Kingdom,Storbritannia,Storbritannien,"London, United Kingdom","London, Storbritannia","London, Storbritannien",437,1988,Physiology or Medicine
